compound_id,smiles,patent_id,assignee,publication_date,year,series,assay_id,standard_relation,pIC50,project_note
DPC0169,CNc1ccc(S(N)(=O)=O)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-02,=,6.18,primary measurement
DPC0170,CNc1ccc(OC(F)(F)F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-03,=,6.18,primary measurement
DPC0171,CNc1ccc(N2CCOCC2)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-04,=,6.45,primary measurement
DPC0172,CNc1ccc(C2CC2)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-05,=,6.27,primary measurement
DPC0173,CNc1ccc(C2CCCCC2)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-06,=,6.51,primary measurement
DPC0174,CNc1ccc(O)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-07,=,6.37,primary measurement
DPC0175,CNc1ccc(C(=O)O)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-08,=,6.4,primary measurement
DPC0176,CN(C)c1ccc(N(C)C)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-09,=,6.54,primary measurement
DPC0177,CN(C)c1ccc(C#N)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-10,=,6.48,primary measurement
DPC0178,CN(C)c1ccc(C(F)(F)F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-11,=,6.31,primary measurement
DPC0179,CN(C)c1ccc(C(N)=O)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-12,=,6.23,primary measurement
DPC0180,CNC(=O)c1ccc(N(C)C)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-01,=,6.35,primary measurement
DPC0181,CN(C)c1ccc(S(N)(=O)=O)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-02,=,6.34,primary measurement
DPC0182,CN(C)c1ccc(OC(F)(F)F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-03,=,6.45,primary measurement
DPC0183,CN(C)c1ccc(N2CCOCC2)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-04,=,6.68,primary measurement
DPC0184,CN(C)c1ccc(C2CC2)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-05,<,6.33,primary measurement
DPC0185,CN(C)c1ccc(C2CCCCC2)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-06,>,6.34,primary measurement
DPC0186,CN(C)c1ccc(O)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-07,=,6.03,primary measurement
DPC0187,CN(C)c1ccc(C(=O)O)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-08,=,6.04,primary measurement
DPC0188,N#Cc1ccc(C#N)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-09,=,6.41,primary measurement
DPC0189,N#Cc1ccc(C(F)(F)F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-10,=,6.47,primary measurement
DPC0190,N#Cc1ccc(C(N)=O)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-11,=,6.57,primary measurement
DPC0191,CNC(=O)c1ccc(C#N)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-12,=,6.74,primary measurement
DPC0192,N#Cc1ccc(S(N)(=O)=O)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-01,=,6.65,primary measurement
DPC0193,N#Cc1ccc(OC(F)(F)F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-02,=,6.61,primary measurement
DPC0194,N#Cc1ccc(N2CCOCC2)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-03,=,6.7,primary measurement
DPC0195,N#Cc1ccc(C2CC2)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-04,=,6.31,primary measurement
DPC0196,N#Cc1ccc(C2CCCCC2)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-05,=,6.4,primary measurement
DPC0197,N#Cc1ccc(O)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-06,=,6.25,primary measurement
DPC0198,N#Cc1ccc(C(=O)O)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-07,=,6.4,primary measurement
DPC0199,FC(F)(F)c1ccc(C(F)(F)F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-08,=,6.62,primary measurement
DPC0200,NC(=O)c1ccc(C(F)(F)F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-09,=,6.6,primary measurement
DPC0201,CNC(=O)c1ccc(C(F)(F)F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-10,=,6.61,primary measurement
DPC0202,NS(=O)(=O)c1ccc(C(F)(F)F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-11,=,6.38,primary measurement
DPC0203,FC(F)(F)Oc1ccc(C(F)(F)F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-12,=,6.26,primary measurement
DPC0204,FC(F)(F)c1ccc(N2CCOCC2)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-01,=,6.38,primary measurement
DPC0205,FC(F)(F)c1ccc(C2CC2)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-02,=,6.08,primary measurement
DPC0206,FC(F)(F)c1ccc(C2CCCCC2)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-03,=,6.28,primary measurement
DPC0207,Oc1ccc(C(F)(F)F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-04,<,6.21,primary measurement
DPC0208,O=C(O)c1ccc(C(F)(F)F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-05,=,6.36,primary measurement
DPC0209,NC(=O)c1ccc(C(N)=O)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-06,=,6.49,primary measurement
DPC0210,CNC(=O)c1ccc(C(N)=O)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-07,=,6.51,primary measurement
DPC0211,NC(=O)c1ccc(S(N)(=O)=O)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-08,=,6.31,primary measurement
DPC0212,NC(=O)c1ccc(OC(F)(F)F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-09,=,6.24,primary measurement
DPC0213,NC(=O)c1ccc(N2CCOCC2)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-10,=,6.43,primary measurement
DPC0214,NC(=O)c1ccc(C2CC2)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-11,=,6.19,primary measurement
DPC0215,NC(=O)c1ccc(C2CCCCC2)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-12,=,6.43,primary measurement
DPC0216,NC(=O)c1ccc(O)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-01,=,6.35,primary measurement
DPC0217,NC(=O)c1ccc(Br)cc1,DEMO-101-A1,Northstar Therapeutics,2022-03-17,2022,phenyl,ASSAY-01-02,=,5.91,cross-patent repeat measurement
DPC0218,CNC(=O)c1ccc(Br)cc1,DEMO-101-A1,Northstar Therapeutics,2022-03-17,2022,phenyl,ASSAY-01-03,=,5.98,cross-patent repeat measurement
DPC0219,NS(=O)(=O)c1ccc(Br)cc1,DEMO-101-A1,Northstar Therapeutics,2022-03-17,2022,phenyl,ASSAY-01-04,=,5.8,cross-patent repeat measurement
DPC0220,FC(F)(F)Oc1ccc(Br)cc1,DEMO-101-A1,Northstar Therapeutics,2022-03-17,2022,phenyl,ASSAY-01-05,=,5.7,cross-patent repeat measurement
DPC0221,Brc1ccc(N2CCOCC2)cc1,DEMO-101-A1,Northstar Therapeutics,2022-03-17,2022,phenyl,ASSAY-01-06,=,5.83,cross-patent repeat measurement
DPC0222,Brc1ccc(C2CC2)cc1,DEMO-101-A1,Northstar Therapeutics,2022-03-17,2022,phenyl,ASSAY-01-07,>,5.52,cross-patent repeat measurement
DPC0223,CCCc1ccc(C(N)=O)cc1,DEMO-102-A1,Helixbridge Pharma,2022-10-06,2022,phenyl,ASSAY-02-08,=,5.7,cross-patent repeat measurement
DPC0224,CCCc1ccc(C(=O)NC)cc1,DEMO-102-A1,Helixbridge Pharma,2022-10-06,2022,phenyl,ASSAY-02-09,=,5.88,cross-patent repeat measurement
DPC0225,CCCc1ccc(S(N)(=O)=O)cc1,DEMO-102-A1,Helixbridge Pharma,2022-10-06,2022,phenyl,ASSAY-02-10,=,5.89,cross-patent repeat measurement
DPC0226,CCCc1ccc(OC(F)(F)F)cc1,DEMO-102-A1,Helixbridge Pharma,2022-10-06,2022,phenyl,ASSAY-02-11,=,5.96,cross-patent repeat measurement
DPC0227,CCCc1ccc(N2CCOCC2)cc1,DEMO-102-A1,Helixbridge Pharma,2022-10-06,2022,phenyl,ASSAY-02-12,=,6.14,cross-patent repeat measurement
DPC0228,CCCc1ccc(C2CC2)cc1,DEMO-102-A1,Helixbridge Pharma,2022-10-06,2022,phenyl,ASSAY-02-01,=,5.75,cross-patent repeat measurement
DPC0229,CNc1ccc(NC)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-02,=,5.89,cross-patent repeat measurement
DPC0230,CNc1ccc(N(C)C)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-03,<,5.94,cross-patent repeat measurement
DPC0231,CNc1ccc(C#N)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-04,=,6.09,cross-patent repeat measurement
DPC0232,CNc1ccc(C(F)(F)F)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-05,=,6.17,cross-patent repeat measurement
DPC0233,CNc1ccc(C(N)=O)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-06,=,6.3,cross-patent repeat measurement
DPC0234,CNC(=O)c1ccc(NC)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-07,=,6.49,cross-patent repeat measurement
DPC0235,Fc1ccc(F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-08,=,5.96,cross-patent repeat measurement
DPC0236,Fc1ccc(Cl)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-09,=,6.05,cross-patent repeat measurement
DPC0237,Fc1ccc(Br)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-10,=,5.94,cross-patent repeat measurement
DPC0238,Cc1ccc(F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-11,=,5.79,cross-patent repeat measurement
DPC0239,CCc1ccc(F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-12,=,5.87,cross-patent repeat measurement
DPC0240,CCCc1ccc(F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-01,=,5.89,cross-patent repeat measurement
