compound_id,smiles,patent_id,assignee,publication_date,year,series,assay_id,standard_relation,pIC50,project_note,source_row,raw_smiles,standardized_smiles,status,analysis_value,analysis_relation,is_exact_measurement,measurement_qc_flag
DPC0100,CCc1ccc(C(=O)O)cc1,DEMO-102-A1,Helixbridge Pharma,2022-10-06,2022,phenyl,ASSAY-02-05,=,5.61,primary measurement,100,CCc1ccc(C(=O)O)cc1,CCc1ccc(C(=O)O)cc1,accepted,5.61,=,True,usable_exact_value
DPC0101,CCCc1ccc(CCC)cc1,DEMO-102-A1,Helixbridge Pharma,2022-10-06,2022,phenyl,ASSAY-02-06,=,5.44,primary measurement,101,CCCc1ccc(CCC)cc1,CCCc1ccc(CCC)cc1,accepted,5.44,=,True,usable_exact_value
DPC0102,CCCc1ccc(OC)cc1,DEMO-102-A1,Helixbridge Pharma,2022-10-06,2022,phenyl,ASSAY-02-07,=,5.62,primary measurement,102,CCCc1ccc(OC)cc1,CCCc1ccc(OC)cc1,accepted,5.62,=,True,usable_exact_value
DPC0103,CCCc1ccc(OCC)cc1,DEMO-102-A1,Helixbridge Pharma,2022-10-06,2022,phenyl,ASSAY-02-08,=,5.81,primary measurement,103,CCCc1ccc(OCC)cc1,CCCc1ccc(OCC)cc1,accepted,5.81,=,True,usable_exact_value
DPC0104,CCCc1ccc(N)cc1,DEMO-102-A1,Helixbridge Pharma,2022-10-06,2022,phenyl,ASSAY-02-09,=,5.85,primary measurement,104,CCCc1ccc(N)cc1,CCCc1ccc(N)cc1,accepted,5.85,=,True,usable_exact_value
DPC0105,CCCc1ccc(NC)cc1,DEMO-102-A1,Helixbridge Pharma,2022-10-06,2022,phenyl,ASSAY-02-10,=,6.03,primary measurement,105,CCCc1ccc(NC)cc1,CCCc1ccc(NC)cc1,accepted,6.03,=,True,usable_exact_value
DPC0106,CCCc1ccc(N(C)C)cc1,DEMO-102-A1,Helixbridge Pharma,2022-10-06,2022,phenyl,ASSAY-02-11,=,6.12,primary measurement,106,CCCc1ccc(N(C)C)cc1,CCCc1ccc(N(C)C)cc1,accepted,6.12,=,True,usable_exact_value
DPC0107,CCCc1ccc(C#N)cc1,DEMO-102-A1,Helixbridge Pharma,2022-10-06,2022,phenyl,ASSAY-02-12,=,6.12,primary measurement,107,CCCc1ccc(C#N)cc1,CCCc1ccc(C#N)cc1,accepted,6.12,=,True,usable_exact_value
DPC0108,CCCc1ccc(C(F)(F)F)cc1,DEMO-102-A1,Helixbridge Pharma,2022-10-06,2022,phenyl,ASSAY-02-01,=,5.95,primary measurement,108,CCCc1ccc(C(F)(F)F)cc1,CCCc1ccc(C(F)(F)F)cc1,accepted,5.95,=,True,usable_exact_value
DPC0109,CCCc1ccc(C(N)=O)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-02,=,5.94,primary measurement,109,CCCc1ccc(C(N)=O)cc1,CCCc1ccc(C(N)=O)cc1,accepted,5.94,=,True,usable_exact_value
DPC0110,CCCc1ccc(C(=O)NC)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-03,=,5.98,primary measurement,110,CCCc1ccc(C(=O)NC)cc1,CCCc1ccc(C(=O)NC)cc1,accepted,5.98,=,True,usable_exact_value
DPC0111,CCCc1ccc(S(N)(=O)=O)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-04,>,5.92,primary measurement,111,CCCc1ccc(S(N)(=O)=O)cc1,CCCc1ccc(S(N)(=O)=O)cc1,accepted,5.92,>,False,censored_or_approximate
DPC0112,CCCc1ccc(OC(F)(F)F)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-05,=,6.04,primary measurement,112,CCCc1ccc(OC(F)(F)F)cc1,CCCc1ccc(OC(F)(F)F)cc1,accepted,6.04,=,True,usable_exact_value
DPC0113,CCCc1ccc(N2CCOCC2)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-06,=,6.34,primary measurement,113,CCCc1ccc(N2CCOCC2)cc1,CCCc1ccc(N2CCOCC2)cc1,accepted,6.34,=,True,usable_exact_value
DPC0114,CCCc1ccc(C2CC2)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-07,=,6.06,primary measurement,114,CCCc1ccc(C2CC2)cc1,CCCc1ccc(C2CC2)cc1,accepted,6.06,=,True,usable_exact_value
DPC0115,CCCc1ccc(C2CCCCC2)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-08,<,6.12,primary measurement,115,CCCc1ccc(C2CCCCC2)cc1,CCCc1ccc(C2CCCCC2)cc1,accepted,6.12,<,False,censored_or_approximate
DPC0116,CCCc1ccc(O)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-09,=,5.8,primary measurement,116,CCCc1ccc(O)cc1,CCCc1ccc(O)cc1,accepted,5.8,=,True,usable_exact_value
DPC0117,CCCc1ccc(C(=O)O)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-10,=,5.71,primary measurement,117,CCCc1ccc(C(=O)O)cc1,CCCc1ccc(C(=O)O)cc1,accepted,5.71,=,True,usable_exact_value
DPC0118,COc1ccc(OC)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-11,=,5.81,primary measurement,118,COc1ccc(OC)cc1,COc1ccc(OC)cc1,accepted,5.81,=,True,usable_exact_value
DPC0119,CCOc1ccc(OC)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-12,=,5.88,primary measurement,119,CCOc1ccc(OC)cc1,CCOc1ccc(OC)cc1,accepted,5.88,=,True,usable_exact_value
DPC0120,COc1ccc(N)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-01,=,5.87,primary measurement,120,COc1ccc(N)cc1,COc1ccc(N)cc1,accepted,5.87,=,True,usable_exact_value
DPC0121,CNc1ccc(OC)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-02,=,6.08,primary measurement,121,CNc1ccc(OC)cc1,CNc1ccc(OC)cc1,accepted,6.08,=,True,usable_exact_value
DPC0122,COc1ccc(N(C)C)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-03,=,6.27,primary measurement,122,COc1ccc(N(C)C)cc1,COc1ccc(N(C)C)cc1,accepted,6.27,=,True,usable_exact_value
DPC0123,COc1ccc(C#N)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-04,=,6.38,primary measurement,123,COc1ccc(C#N)cc1,COc1ccc(C#N)cc1,accepted,6.38,=,True,usable_exact_value
DPC0124,COc1ccc(C(F)(F)F)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-05,=,6.27,primary measurement,124,COc1ccc(C(F)(F)F)cc1,COc1ccc(C(F)(F)F)cc1,accepted,6.27,=,True,usable_exact_value
DPC0125,COc1ccc(C(N)=O)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-06,=,6.13,primary measurement,125,COc1ccc(C(N)=O)cc1,COc1ccc(C(N)=O)cc1,accepted,6.13,=,True,usable_exact_value
DPC0126,CNC(=O)c1ccc(OC)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-07,=,6.11,primary measurement,126,CNC(=O)c1ccc(OC)cc1,CNC(=O)c1ccc(OC)cc1,accepted,6.11,=,True,usable_exact_value
DPC0127,COc1ccc(S(N)(=O)=O)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-08,=,5.98,primary measurement,127,COc1ccc(S(N)(=O)=O)cc1,COc1ccc(S(N)(=O)=O)cc1,accepted,5.98,=,True,usable_exact_value
DPC0128,COc1ccc(OC(F)(F)F)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-09,=,6.06,primary measurement,128,COc1ccc(OC(F)(F)F)cc1,COc1ccc(OC(F)(F)F)cc1,accepted,6.06,=,True,usable_exact_value
DPC0129,COc1ccc(N2CCOCC2)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-10,=,6.39,primary measurement,129,COc1ccc(N2CCOCC2)cc1,COc1ccc(N2CCOCC2)cc1,accepted,6.39,=,True,usable_exact_value
DPC0130,COc1ccc(C2CC2)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-11,=,6.21,primary measurement,130,COc1ccc(C2CC2)cc1,COc1ccc(C2CC2)cc1,accepted,6.21,=,True,usable_exact_value
DPC0131,COc1ccc(C2CCCCC2)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-12,=,6.39,primary measurement,131,COc1ccc(C2CCCCC2)cc1,COc1ccc(C2CCCCC2)cc1,accepted,6.39,=,True,usable_exact_value
DPC0132,COc1ccc(O)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-01,=,6.16,primary measurement,132,COc1ccc(O)cc1,COc1ccc(O)cc1,accepted,6.16,=,True,usable_exact_value
DPC0133,COc1ccc(C(=O)O)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-02,=,6.1,primary measurement,133,COc1ccc(C(=O)O)cc1,COc1ccc(C(=O)O)cc1,accepted,6.1,=,True,usable_exact_value
DPC0134,CCOc1ccc(OCC)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-03,=,6.13,primary measurement,134,CCOc1ccc(OCC)cc1,CCOc1ccc(OCC)cc1,accepted,6.13,=,True,usable_exact_value
DPC0135,CCOc1ccc(N)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-04,=,5.92,primary measurement,135,CCOc1ccc(N)cc1,CCOc1ccc(N)cc1,accepted,5.92,=,True,usable_exact_value
DPC0136,CCOc1ccc(NC)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-05,=,5.98,primary measurement,136,CCOc1ccc(NC)cc1,CCOc1ccc(NC)cc1,accepted,5.98,=,True,usable_exact_value
DPC0137,CCOc1ccc(N(C)C)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-06,=,6.11,primary measurement,137,CCOc1ccc(N(C)C)cc1,CCOc1ccc(N(C)C)cc1,accepted,6.11,=,True,usable_exact_value
DPC0138,CCOc1ccc(C#N)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-07,<,6.29,primary measurement,138,CCOc1ccc(C#N)cc1,CCOc1ccc(C#N)cc1,accepted,6.29,<,False,censored_or_approximate
DPC0139,CCOc1ccc(C(F)(F)F)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-08,=,6.32,primary measurement,139,CCOc1ccc(C(F)(F)F)cc1,CCOc1ccc(C(F)(F)F)cc1,accepted,6.32,=,True,usable_exact_value
DPC0140,CCOc1ccc(C(N)=O)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-09,=,6.29,primary measurement,140,CCOc1ccc(C(N)=O)cc1,CCOc1ccc(C(N)=O)cc1,accepted,6.29,=,True,usable_exact_value
DPC0141,CCOc1ccc(C(=O)NC)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-10,=,6.31,primary measurement,141,CCOc1ccc(C(=O)NC)cc1,CCOc1ccc(C(=O)NC)cc1,accepted,6.31,=,True,usable_exact_value
DPC0142,CCOc1ccc(S(N)(=O)=O)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-11,=,6.09,primary measurement,142,CCOc1ccc(S(N)(=O)=O)cc1,CCOc1ccc(S(N)(=O)=O)cc1,accepted,6.09,=,True,usable_exact_value
DPC0143,CCOc1ccc(OC(F)(F)F)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-12,=,6.0,primary measurement,143,CCOc1ccc(OC(F)(F)F)cc1,CCOc1ccc(OC(F)(F)F)cc1,accepted,6.0,=,True,usable_exact_value
DPC0144,CCOc1ccc(N2CCOCC2)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-01,=,6.17,primary measurement,144,CCOc1ccc(N2CCOCC2)cc1,CCOc1ccc(N2CCOCC2)cc1,accepted,6.17,=,True,usable_exact_value
DPC0145,CCOc1ccc(C2CC2)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-02,=,5.92,primary measurement,145,CCOc1ccc(C2CC2)cc1,CCOc1ccc(C2CC2)cc1,accepted,5.92,=,True,usable_exact_value
DPC0146,CCOc1ccc(C2CCCCC2)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-03,=,6.16,primary measurement,146,CCOc1ccc(C2CCCCC2)cc1,CCOc1ccc(C2CCCCC2)cc1,accepted,6.16,=,True,usable_exact_value
DPC0147,CCOc1ccc(O)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-04,=,6.11,primary measurement,147,CCOc1ccc(O)cc1,CCOc1ccc(O)cc1,accepted,6.11,=,True,usable_exact_value
DPC0148,CCOc1ccc(C(=O)O)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-05,>,6.26,primary measurement,148,CCOc1ccc(C(=O)O)cc1,CCOc1ccc(C(=O)O)cc1,accepted,6.26,>,False,censored_or_approximate
DPC0149,Nc1ccc(N)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-06,=,6.18,primary measurement,149,Nc1ccc(N)cc1,Nc1ccc(N)cc1,accepted,6.18,=,True,usable_exact_value
DPC0150,CNc1ccc(N)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-07,=,6.2,primary measurement,150,CNc1ccc(N)cc1,CNc1ccc(N)cc1,accepted,6.2,=,True,usable_exact_value
DPC0151,CN(C)c1ccc(N)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-08,=,6.16,primary measurement,151,CN(C)c1ccc(N)cc1,CN(C)c1ccc(N)cc1,accepted,6.16,=,True,usable_exact_value
DPC0152,N#Cc1ccc(N)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-09,=,6.15,primary measurement,152,N#Cc1ccc(N)cc1,N#Cc1ccc(N)cc1,accepted,6.15,=,True,usable_exact_value
DPC0153,Nc1ccc(C(F)(F)F)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-10,=,6.06,primary measurement,153,Nc1ccc(C(F)(F)F)cc1,Nc1ccc(C(F)(F)F)cc1,accepted,6.06,=,True,usable_exact_value
DPC0154,NC(=O)c1ccc(N)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-11,=,6.06,primary measurement,154,NC(=O)c1ccc(N)cc1,NC(=O)c1ccc(N)cc1,accepted,6.06,=,True,usable_exact_value
DPC0155,CNC(=O)c1ccc(N)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-12,=,6.22,primary measurement,155,CNC(=O)c1ccc(N)cc1,CNC(=O)c1ccc(N)cc1,accepted,6.22,=,True,usable_exact_value
DPC0156,Nc1ccc(S(N)(=O)=O)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-01,=,6.2,primary measurement,156,Nc1ccc(S(N)(=O)=O)cc1,Nc1ccc(S(N)(=O)=O)cc1,accepted,6.2,=,True,usable_exact_value
DPC0157,Nc1ccc(OC(F)(F)F)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-02,=,6.25,primary measurement,157,Nc1ccc(OC(F)(F)F)cc1,Nc1ccc(OC(F)(F)F)cc1,accepted,6.25,=,True,usable_exact_value
DPC0158,Nc1ccc(N2CCOCC2)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-03,=,6.4,primary measurement,158,Nc1ccc(N2CCOCC2)cc1,Nc1ccc(N2CCOCC2)cc1,accepted,6.4,=,True,usable_exact_value
DPC0159,Nc1ccc(C2CC2)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-04,=,5.98,primary measurement,159,Nc1ccc(C2CC2)cc1,Nc1ccc(C2CC2)cc1,accepted,5.98,=,True,usable_exact_value
DPC0160,Nc1ccc(C2CCCCC2)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-05,=,5.96,primary measurement,160,Nc1ccc(C2CCCCC2)cc1,Nc1ccc(C2CCCCC2)cc1,accepted,5.96,=,True,usable_exact_value
DPC0161,Nc1ccc(O)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-06,<,5.67,primary measurement,161,Nc1ccc(O)cc1,Nc1ccc(O)cc1,accepted,5.67,<,False,censored_or_approximate
DPC0162,Nc1ccc(C(=O)O)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-07,=,5.73,primary measurement,162,Nc1ccc(C(=O)O)cc1,Nc1ccc(C(=O)O)cc1,accepted,5.73,=,True,usable_exact_value
DPC0163,CNc1ccc(NC)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-08,=,6.13,primary measurement,163,CNc1ccc(NC)cc1,CNc1ccc(NC)cc1,accepted,6.13,=,True,usable_exact_value
DPC0164,CNc1ccc(N(C)C)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-09,=,6.33,primary measurement,164,CNc1ccc(N(C)C)cc1,CNc1ccc(N(C)C)cc1,accepted,6.33,=,True,usable_exact_value
DPC0165,CNc1ccc(C#N)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-10,=,6.52,primary measurement,165,CNc1ccc(C#N)cc1,CNc1ccc(C#N)cc1,accepted,6.52,=,True,usable_exact_value
DPC0166,CNc1ccc(C(F)(F)F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-11,=,6.49,primary measurement,166,CNc1ccc(C(F)(F)F)cc1,CNc1ccc(C(F)(F)F)cc1,accepted,6.49,=,True,usable_exact_value
DPC0167,CNc1ccc(C(N)=O)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-12,=,6.4,primary measurement,167,CNc1ccc(C(N)=O)cc1,CNc1ccc(C(N)=O)cc1,accepted,6.4,=,True,usable_exact_value
DPC0168,CNC(=O)c1ccc(NC)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-01,=,6.37,primary measurement,168,CNC(=O)c1ccc(NC)cc1,CNC(=O)c1ccc(NC)cc1,accepted,6.37,=,True,usable_exact_value
DPC0169,CNc1ccc(S(N)(=O)=O)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-02,=,6.18,primary measurement,169,CNc1ccc(S(N)(=O)=O)cc1,CNc1ccc(S(N)(=O)=O)cc1,accepted,6.18,=,True,usable_exact_value
DPC0170,CNc1ccc(OC(F)(F)F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-03,=,6.18,primary measurement,170,CNc1ccc(OC(F)(F)F)cc1,CNc1ccc(OC(F)(F)F)cc1,accepted,6.18,=,True,usable_exact_value
DPC0171,CNc1ccc(N2CCOCC2)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-04,=,6.45,primary measurement,171,CNc1ccc(N2CCOCC2)cc1,CNc1ccc(N2CCOCC2)cc1,accepted,6.45,=,True,usable_exact_value
DPC0172,CNc1ccc(C2CC2)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-05,=,6.27,primary measurement,172,CNc1ccc(C2CC2)cc1,CNc1ccc(C2CC2)cc1,accepted,6.27,=,True,usable_exact_value
DPC0173,CNc1ccc(C2CCCCC2)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-06,=,6.51,primary measurement,173,CNc1ccc(C2CCCCC2)cc1,CNc1ccc(C2CCCCC2)cc1,accepted,6.51,=,True,usable_exact_value
DPC0174,CNc1ccc(O)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-07,=,6.37,primary measurement,174,CNc1ccc(O)cc1,CNc1ccc(O)cc1,accepted,6.37,=,True,usable_exact_value
DPC0175,CNc1ccc(C(=O)O)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-08,=,6.4,primary measurement,175,CNc1ccc(C(=O)O)cc1,CNc1ccc(C(=O)O)cc1,accepted,6.4,=,True,usable_exact_value
DPC0176,CN(C)c1ccc(N(C)C)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-09,=,6.54,primary measurement,176,CN(C)c1ccc(N(C)C)cc1,CN(C)c1ccc(N(C)C)cc1,accepted,6.54,=,True,usable_exact_value
DPC0177,CN(C)c1ccc(C#N)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-10,=,6.48,primary measurement,177,CN(C)c1ccc(C#N)cc1,CN(C)c1ccc(C#N)cc1,accepted,6.48,=,True,usable_exact_value
DPC0178,CN(C)c1ccc(C(F)(F)F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-11,=,6.31,primary measurement,178,CN(C)c1ccc(C(F)(F)F)cc1,CN(C)c1ccc(C(F)(F)F)cc1,accepted,6.31,=,True,usable_exact_value
DPC0179,CN(C)c1ccc(C(N)=O)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-12,=,6.23,primary measurement,179,CN(C)c1ccc(C(N)=O)cc1,CN(C)c1ccc(C(N)=O)cc1,accepted,6.23,=,True,usable_exact_value
DPC0180,CNC(=O)c1ccc(N(C)C)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-01,=,6.35,primary measurement,180,CNC(=O)c1ccc(N(C)C)cc1,CNC(=O)c1ccc(N(C)C)cc1,accepted,6.35,=,True,usable_exact_value
DPC0181,CN(C)c1ccc(S(N)(=O)=O)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-02,=,6.34,primary measurement,181,CN(C)c1ccc(S(N)(=O)=O)cc1,CN(C)c1ccc(S(N)(=O)=O)cc1,accepted,6.34,=,True,usable_exact_value
DPC0182,CN(C)c1ccc(OC(F)(F)F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-03,=,6.45,primary measurement,182,CN(C)c1ccc(OC(F)(F)F)cc1,CN(C)c1ccc(OC(F)(F)F)cc1,accepted,6.45,=,True,usable_exact_value
DPC0183,CN(C)c1ccc(N2CCOCC2)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-04,=,6.68,primary measurement,183,CN(C)c1ccc(N2CCOCC2)cc1,CN(C)c1ccc(N2CCOCC2)cc1,accepted,6.68,=,True,usable_exact_value
DPC0184,CN(C)c1ccc(C2CC2)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-05,<,6.33,primary measurement,184,CN(C)c1ccc(C2CC2)cc1,CN(C)c1ccc(C2CC2)cc1,accepted,6.33,<,False,censored_or_approximate
DPC0185,CN(C)c1ccc(C2CCCCC2)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-06,>,6.34,primary measurement,185,CN(C)c1ccc(C2CCCCC2)cc1,CN(C)c1ccc(C2CCCCC2)cc1,accepted,6.34,>,False,censored_or_approximate
DPC0186,CN(C)c1ccc(O)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-07,=,6.03,primary measurement,186,CN(C)c1ccc(O)cc1,CN(C)c1ccc(O)cc1,accepted,6.03,=,True,usable_exact_value
DPC0187,CN(C)c1ccc(C(=O)O)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-08,=,6.04,primary measurement,187,CN(C)c1ccc(C(=O)O)cc1,CN(C)c1ccc(C(=O)O)cc1,accepted,6.04,=,True,usable_exact_value
DPC0188,N#Cc1ccc(C#N)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-09,=,6.41,primary measurement,188,N#Cc1ccc(C#N)cc1,N#Cc1ccc(C#N)cc1,accepted,6.41,=,True,usable_exact_value
DPC0189,N#Cc1ccc(C(F)(F)F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-10,=,6.47,primary measurement,189,N#Cc1ccc(C(F)(F)F)cc1,N#Cc1ccc(C(F)(F)F)cc1,accepted,6.47,=,True,usable_exact_value
DPC0190,N#Cc1ccc(C(N)=O)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-11,=,6.57,primary measurement,190,N#Cc1ccc(C(N)=O)cc1,N#Cc1ccc(C(N)=O)cc1,accepted,6.57,=,True,usable_exact_value
DPC0191,CNC(=O)c1ccc(C#N)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-12,=,6.74,primary measurement,191,CNC(=O)c1ccc(C#N)cc1,CNC(=O)c1ccc(C#N)cc1,accepted,6.74,=,True,usable_exact_value
DPC0192,N#Cc1ccc(S(N)(=O)=O)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-01,=,6.65,primary measurement,192,N#Cc1ccc(S(N)(=O)=O)cc1,N#Cc1ccc(S(N)(=O)=O)cc1,accepted,6.65,=,True,usable_exact_value
DPC0193,N#Cc1ccc(OC(F)(F)F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-02,=,6.61,primary measurement,193,N#Cc1ccc(OC(F)(F)F)cc1,N#Cc1ccc(OC(F)(F)F)cc1,accepted,6.61,=,True,usable_exact_value
DPC0194,N#Cc1ccc(N2CCOCC2)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-03,=,6.7,primary measurement,194,N#Cc1ccc(N2CCOCC2)cc1,N#Cc1ccc(N2CCOCC2)cc1,accepted,6.7,=,True,usable_exact_value
